  13.00000,   2.00994,   0.00764
  13.10000,   2.00995,   0.00764
  13.20000,   2.00995,   0.00764
  13.30000,   2.00995,   0.00764
  13.40000,   2.00995,   0.00764
  13.50000,   2.00995,   0.00764
  13.60000,   2.00995,   0.00763
  13.70000,   2.00995,   0.00763
  13.80000,   2.00995,   0.00763
  13.90000,   2.00995,   0.00763
  14.00000,   2.00996,   0.00763
  14.10000,   2.00996,   0.00763
  14.20000,   2.00996,   0.00763
  14.30000,   2.00996,   0.00763
  14.40000,   2.00996,   0.00763
  14.50000,   2.00996,   0.00763
  14.60000,   2.00996,   0.00763
  14.70000,   2.00996,   0.00763
  14.80000,   2.00996,   0.00763
  14.90000,   2.00996,   0.00763
  15.00000,   2.00996,   0.00763
  15.10000,   2.00996,   0.00763
  15.20000,   2.00996,   0.00763
  15.30000,   2.00996,   0.00763
  15.40000,   2.00996,   0.00763
  15.50000,   2.00996,   0.00763
  15.60000,   2.00996,   0.00763
  15.70000,   2.00996,   0.00763
  15.80000,   2.00996,   0.00763
  15.90000,   2.00996,   0.00763
  16.00000,   2.00996,   0.00763
  16.10000,   2.00996,   0.00763
  16.20000,   2.00996,   0.00763
  16.30000,   2.00996,   0.00763
  16.40000,   2.00996,   0.00763
  16.50000,   2.00996,   0.00763
  16.60000,   2.00996,   0.00763
  16.70000,   2.00996,   0.00763
  16.80000,   2.00996,   0.00763
  16.90000,   2.00996,   0.00763
  17.00000,   2.00996,   0.00763
  17.10000,   2.00996,   0.00763
  17.20000,   2.00996,   0.00763
  17.30000,   2.00996,   0.00763
  17.40000,   2.00996,   0.00763
  17.50000,   2.00996,   0.00763
  17.60000,   2.00996,   0.00763
  17.70000,   2.00996,   0.00763
  17.80000,   2.00996,   0.00763
  17.90000,   2.00996,   0.00763
  18.00000,   2.00996,   0.00763
  18.10000,   2.00996,   0.00763
  18.20000,   2.00996,   0.00763
  18.30000,   2.00996,   0.00763
  18.40000,   2.00996,   0.00763
  18.50000,   2.00996,   0.00763
  18.60000,   2.00996,   0.00763
  18.70000,   2.00996,   0.00763
  18.80000,   2.00996,   0.00763
  18.90000,   2.00996,   0.00763
  19.00000,   2.00996,   0.00763
  19.10000,   2.00996,   0.00763
  19.20000,   2.00996,   0.00763
  19.30000,   2.00996,   0.00763
  19.40000,   2.00996,   0.00763
  19.50000,   2.00996,   0.00763
  19.60000,   2.00996,   0.00763
  19.70000,   2.00996,   0.00763
  19.80000,   2.00996,   0.00763
  19.90000,   2.00996,   0.00763
  20.00000,   2.00996,   0.00763
  20.10000,   2.00996,   0.00763
  20.20000,   2.00996,   0.00763
  20.30000,   2.00996,   0.00763
  20.40000,   2.00996,   0.00763
  20.50000,   2.00996,   0.00763
  20.60000,   2.00996,   0.00763
  20.70000,   2.00996,   0.00763
  20.80000,   2.00996,   0.00763
  20.90000,   2.00996,   0.00763
  21.00000,   2.00996,   0.00763
  21.10000,   2.00996,   0.00763
  21.20000,   2.00996,   0.00763
  21.30000,   2.00996,   0.00763
  21.40000,   2.00996,   0.00763
  21.50000,   2.00996,   0.00763
  21.60000,   2.00996,   0.00763
  21.70000,   2.00996,   0.00763
  21.80000,   2.00996,   0.00763
  21.90000,   2.00996,   0.00763
  22.00000,   2.00996,   0.00763
  22.10000,   2.00996,   0.00763
  22.20000,   2.00996,   0.00763
  22.30000,   2.00996,   0.00763
  22.40000,   2.00996,   0.00763
  22.50000,   2.00996,   0.00763
  22.60000,   2.00996,   0.00763
  22.70000,   2.00996,   0.00763
  22.80000,   2.00996,   0.00763
  22.90000,   2.00996,   0.00763
  23.00000,   2.00996,   0.00763
  23.10000,   2.00996,   0.00763
  23.20000,   2.00996,   0.00763
  23.30000,   2.00996,   0.00763
  23.40000,   2.00996,   0.00763
  23.50000,   2.00996,   0.00763
  23.60000,   2.00996,   0.00763
  23.70000,   2.00996,   0.00763
  23.80000,   2.00996,   0.00763
  23.90000,   2.00996,   0.00763
  24.00000,   2.00996,   0.00763
  24.10000,   2.00996,   0.00763
  24.20000,   2.00996,   0.00763
  24.30000,   2.00996,   0.00763
  24.40000,   2.00996,   0.00763
  24.50000,   2.00996,   0.00763
  24.60000,   2.00996,   0.00763
  24.70000,   2.00996,   0.00763
  24.80000,   2.00996,   0.00763
  24.90000,   2.00996,   0.00763
  25.00000,   2.00996,   0.00763
  25.10000,   2.00996,   0.00763
  25.20000,   2.00996,   0.00763
  25.30000,   2.00996,   0.00763
  25.40000,   2.00996,   0.00763
  25.50000,   2.00996,   0.00763
  25.60000,   2.00996,   0.00763
  25.70000,   2.00996,   0.00763
  25.80000,   2.00996,   0.00763
  25.90000,   2.00996,   0.00763
  26.00000,   2.00996,   0.00763
  26.10000,   2.00996,   0.00763
  26.20000,   2.00996,   0.00763
  26.30000,   2.00996,   0.00763
  26.40000,   2.00996,   0.00763
  26.50000,   2.00996,   0.00763
  26.60000,   2.00996,   0.00763
  26.70000,   2.00996,   0.00763
  26.80000,   2.00996,   0.00763
  26.90000,   2.00996,   0.00763
  27.00000,   2.00996,   0.00763
  27.10000,   2.00996,   0.00763
  27.20000,   2.00996,   0.00763
  27.30000,   2.00996,   0.00763
  27.40000,   2.00996,   0.00763
  27.50000,   2.00996,   0.00763
  27.60000,   2.00996,   0.00763
  27.70000,   2.00996,   0.00763
  27.80000,   2.00996,   0.00763
  27.90000,   2.00996,   0.00763
  28.00000,   2.00996,   0.00763
  28.10000,   2.00996,   0.00763
  28.20000,   2.00996,   0.00763
  28.30000,   2.00996,   0.00763
  28.40000,   2.00996,   0.00763
  28.50000,   2.00996,   0.00763
  28.60000,   2.00996,   0.00763
  28.70000,   2.00996,   0.00763
  28.80000,   2.00996,   0.00763
  28.90000,   2.00996,   0.00763
  29.00000,   2.00996,   0.00763
  29.10000,   2.00996,   0.00763
  29.20000,   2.00996,   0.00763
  29.30000,   2.00996,   0.00763
  29.40000,   2.00996,   0.00763
  29.50000,   2.00996,   0.00763
  29.60000,   2.00996,   0.00763
  29.70000,   2.00996,   0.00763
  29.80000,   2.00996,   0.00763
  29.90000,   2.00996,   0.00763
  30.00000,   2.00996,   0.00763
