   0.00000,   3.00000,   2.00000
   0.10000,   2.71637,   1.81080
   0.20000,   2.46018,   1.63970
   0.30000,   2.22902,   1.48500
   0.40000,   2.02081,   1.34521
   0.50000,   1.83382,   1.21900
   0.60000,   1.66664,   1.10519
   0.70000,   1.51828,   1.00278
   0.80000,   1.38811,   0.91090
   0.90000,   1.27590,   0.82883
   1.00000,   1.18173,   0.75591
   1.10000,   1.10583,   0.69153
   1.20000,   1.04834,   0.63496
   1.30000,   1.00899,   0.58533
   1.40000,   0.98706,   0.54157
   1.50000,   0.98130,   0.50249
   1.60000,   0.99011,   0.46699
   1.70000,   1.01168,   0.43412
   1.80000,   1.04405,   0.40324
   1.90000,   1.08515,   0.37397
   2.00000,   1.13287,   0.34615
   2.10000,   1.18510,   0.31974
   2.20000,   1.23986,   0.29479
   2.30000,   1.29543,   0.27132
   2.40000,   1.35040,   0.24937
   2.50000,   1.40370,   0.22894
   2.60000,   1.45459,   0.20999
   2.70000,   1.50257,   0.19249
   2.80000,   1.54740,   0.17636
   2.90000,   1.58896,   0.16153
   3.00000,   1.62729,   0.14793
   3.10000,   1.66249,   0.13547
   3.20000,   1.69469,   0.12407
   3.30000,   1.72409,   0.11365
   3.40000,   1.75086,   0.10413
   3.50000,   1.77522,   0.09544
   3.60000,   1.79734,   0.08752
   3.70000,   1.81742,   0.08030
   3.80000,   1.83563,   0.07372
   3.90000,   1.85215,   0.06773
   4.00000,   1.86711,   0.06227
   4.10000,   1.88066,   0.05731
   4.20000,   1.89294,   0.05279
   4.30000,   1.90405,   0.04868
   4.40000,   1.91412,   0.04493
   4.50000,   1.92323,   0.04153
   4.60000,   1.93147,   0.03844
   4.70000,   1.93894,   0.03562
   4.80000,   1.94569,   0.03307
   4.90000,   1.95180,   0.03074
   5.00000,   1.95733,   0.02863
   5.10000,   1.96234,   0.02671
   5.20000,   1.96687,   0.02496
   5.30000,   1.97097,   0.02337
   5.40000,   1.97468,   0.02193
   5.50000,   1.97804,   0.02062
   5.60000,   1.98107,   0.01943
   5.70000,   1.98382,   0.01835
   5.80000,   1.98631,   0.01736
   5.90000,   1.98856,   0.01647
   6.00000,   1.99060,   0.01566
   6.10000,   1.99244,   0.01492
   6.20000,   1.99411,   0.01425
   6.30000,   1.99561,   0.01364
   6.40000,   1.99698,   0.01309
   6.50000,   1.99821,   0.01259
   6.60000,   1.99933,   0.01213
   6.70000,   2.00034,   0.01172
   6.80000,   2.00126,   0.01134
   6.90000,   2.00209,   0.01100
   7.00000,   2.00284,   0.01069
   7.10000,   2.00351,   0.01041
   7.20000,   2.00413,   0.01016
   7.30000,   2.00468,   0.00992
   7.40000,   2.00519,   0.00971
   7.50000,   2.00564,   0.00952
   7.60000,   2.00605,   0.00935
   7.70000,   2.00642,   0.00919
   7.80000,   2.00676,   0.00904
   7.90000,   2.00706,   0.00891
   8.00000,   2.00734,   0.00880
   8.10000,   2.00759,   0.00869
   8.20000,   2.00782,   0.00859
   8.30000,   2.00802,   0.00850
   8.40000,   2.00820,   0.00842
   8.50000,   2.00837,   0.00835
   8.60000,   2.00852,   0.00828
   8.70000,   2.00866,   0.00822
   8.80000,   2.00878,   0.00817
   8.90000,   2.00890,   0.00812
   9.00000,   2.00900,   0.00807
   9.10000,   2.00909,   0.00803
   9.20000,   2.00917,   0.00800
   9.30000,   2.00925,   0.00796
   9.40000,   2.00932,   0.00793
   9.50000,   2.00938,   0.00790
   9.60000,   2.00943,   0.00788
   9.70000,   2.00948,   0.00786
   9.80000,   2.00953,   0.00783
   9.90000,   2.00957,   0.00782
  10.00000,   2.00961,   0.00780
  10.10000,   2.00964,   0.00778
  10.20000,   2.00967,   0.00777
  10.30000,   2.00970,   0.00776
  10.40000,   2.00972,   0.00774
  10.50000,   2.00975,   0.00773
  10.60000,   2.00977,   0.00772
  10.70000,   2.00979,   0.00772
  10.80000,   2.00980,   0.00771
  10.90000,   2.00982,   0.00770
  11.00000,   2.00983,   0.00769
  11.10000,   2.00984,   0.00769
  11.20000,   2.00985,   0.00768
  11.30000,   2.00987,   0.00768
  11.40000,   2.00987,   0.00767
  11.50000,   2.00988,   0.00767
  11.60000,   2.00989,   0.00767
  11.70000,   2.00990,   0.00766
  11.80000,   2.00990,   0.00766
  11.90000,   2.00991,   0.00766
  12.00000,   2.00991,   0.00765
  12.10000,   2.00992,   0.00765
  12.20000,   2.00992,   0.00765
  12.30000,   2.00993,   0.00765
  12.40000,   2.00993,   0.00765
  12.50000,   2.00993,   0.00764
  12.60000,   2.00994,   0.00764
  12.70000,   2.00994,   0.00764
  12.80000,   2.00994,   0.00764
  12.90000,   2.00994,   0.00764
